age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,sep,1,521,2,failure,no
31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,2,2,3,other,no
37,management,married,tertiary,no,332,yes,no,cellular,14,aug,2,84,7,failure,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,1,59,2,failure,no
44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,3,363,4,other,no
30,services,single,secondary,no,438,yes,no,cellular,18,may,1,178,1,failure,no
28,services,single,secondary,no,458,no,no,cellular,4,feb,4,201,3,failure,no
39,services,married,secondary,no,702,yes,no,cellular,8,apr,1,300,1,failure,no
29,management,married,tertiary,no,318,yes,no,cellular,18,may,2,356,4,failure,no
27,technician,single,secondary,no,261,yes,no,cellular,29,jan,2,247,2,failure,no
36,management,single,tertiary,no,219,no,no,cellular,3,feb,6,196,6,failure,no
38,management,married,tertiary,no,76,yes,no,cellular,20,apr,2,287,3,failure,no
31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,nov,1,182,1,failure,no
50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,1,176,1,failure,no
50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,1,306,2,failure,no
40,admin.,married,secondary,no,732,no,no,cellular,9,sep,1,139,4,success,no
34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,1,230,2,failure,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,1,183,1,failure,no
34,management,single,tertiary,no,0,yes,yes,cellular,26,may,2,98,1,other,no
55,services,married,secondary,no,841,yes,no,cellular,15,may,9,372,4,failure,no
42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,1,144,2,failure,no
35,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,1,180,3,failure,no
26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,2,6,1,other,no
40,services,single,secondary,no,19343,yes,no,cellular,21,nov,4,179,4,failure,no
34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,7,may,1,356,1,failure,no
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,2,331,2,failure,no
34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,2,299,3,failure,no
59,management,married,tertiary,no,2764,no,no,cellular,18,feb,1,56,3,failure,no
37,management,single,tertiary,no,0,no,no,cellular,20,oct,1,258,3,other,no
39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,1,170,1,failure,no
27,admin.,single,secondary,no,292,yes,no,cellular,12,may,9,362,8,other,no
61,retired,married,secondary,no,89,no,no,cellular,28,oct,1,181,2,failure,no
58,management,married,tertiary,no,1318,no,no,cellular,16,jul,1,179,5,failure,no
36,management,single,tertiary,no,4,yes,no,cellular,7,jul,1,61,3,success,no
48,blue-collar,married,primary,no,430,no,no,cellular,14,may,3,371,8,failure,no
38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,2,152,1,failure,no
36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,1,172,3,failure,no
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,1,171,2,failure,no
54,retired,married,primary,no,136,yes,no,cellular,3,apr,1,332,2,failure,no
33,technician,married,secondary,no,5083,no,no,cellular,27,oct,1,96,2,other,no
33,management,married,tertiary,no,644,yes,yes,cellular,3,feb,2,271,2,failure,no
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,3,91,4,other,no
33,technician,single,tertiary,no,179,yes,no,cellular,18,nov,2,181,4,other,no
44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,1,356,2,failure,no
31,technician,single,secondary,no,1282,no,no,cellular,12,may,1,460,2,failure,no
50,self-employed,single,secondary,no,766,yes,no,cellular,7,may,2,304,4,failure,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,2,111,2,failure,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,4,331,1,failure,no
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,1,333,7,other,no
45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,1,113,2,other,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,2,347,1,failure,no
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,jan,1,164,4,other,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,1,181,2,failure,no
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,1,334,3,failure,no
33,technician,single,secondary,no,2583,no,no,cellular,25,may,1,108,1,failure,no
35,management,single,tertiary,no,62,yes,no,cellular,5,may,4,15,3,success,no
32,technician,married,secondary,no,253,yes,no,cellular,21,nov,1,170,3,failure,no
29,admin.,married,secondary,no,252,yes,no,cellular,15,may,3,371,1,failure,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,3,126,4,other,no
51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,2,131,1,failure,no
36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,2,105,3,success,no
33,technician,single,secondary,no,3499,yes,no,cellular,11,may,3,356,1,other,no
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,may,1,176,1,failure,no
38,services,married,secondary,no,507,yes,no,cellular,17,apr,1,344,1,failure,no
31,blue-collar,single,tertiary,no,328,yes,no,cellular,14,may,1,175,1,failure,no
48,services,married,secondary,no,2597,yes,no,cellular,6,may,2,355,1,failure,no
58,entrepreneur,married,primary,no,1153,yes,yes,telephone,12,may,6,337,6,failure,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,2,91,1,failure,no
40,blue-collar,married,secondary,no,679,yes,no,cellular,17,apr,2,304,1,failure,no
60,retired,married,secondary,no,2060,no,no,cellular,29,jun,4,95,4,failure,no
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,1,322,1,failure,no
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,1,124,2,other,no
42,blue-collar,single,primary,no,156,yes,no,telephone,15,may,4,371,5,failure,no
34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,1,332,2,failure,no
41,technician,single,secondary,no,769,no,yes,cellular,20,nov,4,98,4,other,no
60,admin.,single,secondary,no,473,no,no,cellular,5,feb,2,8,1,other,no
31,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,2,357,1,other,no
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,2,85,3,failure,no
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,1,371,1,failure,no
39,services,single,secondary,no,322,yes,no,cellular,11,may,1,350,1,failure,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,3,188,9,failure,no
42,services,married,secondary,no,154,yes,no,telephone,14,may,5,372,1,other,no
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1,335,1,failure,no
42,services,married,secondary,no,108,yes,yes,cellular,13,may,2,365,7,failure,no
39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,2,128,8,success,no
56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,6,190,27,other,no
42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,1,266,3,failure,no
31,management,single,tertiary,no,0,yes,no,cellular,30,apr,2,87,2,other,no
62,retired,married,primary,no,1515,yes,no,cellular,19,oct,1,187,2,failure,no
34,management,married,tertiary,no,250,no,no,cellular,9,dec,1,188,8,other,no
44,management,married,tertiary,no,445,no,yes,telephone,6,feb,2,9,7,other,no
43,management,married,tertiary,no,175,yes,no,cellular,17,apr,4,337,1,other,no
44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,nov,1,190,4,other,no
30,management,single,tertiary,no,222,no,yes,cellular,4,feb,1,204,2,other,no
46,management,married,tertiary,no,716,yes,yes,cellular,8,may,1,172,1,failure,no
32,admin.,single,secondary,no,620,no,no,cellular,17,apr,2,343,3,failure,no
53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,4,182,7,success,no
32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,2,271,2,success,no
36,technician,married,secondary,no,432,yes,no,cellular,11,may,3,255,2,failure,no
43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,3,369,2,failure,no
33,services,single,secondary,no,406,yes,no,cellular,5,feb,1,275,1,failure,no
58,management,single,tertiary,no,1387,yes,no,telephone,3,feb,6,6,6,other,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,1,152,2,failure,no
36,services,married,secondary,no,526,yes,no,cellular,17,apr,2,324,1,other,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,2,269,2,failure,no
33,admin.,married,secondary,no,1077,yes,no,cellular,18,may,3,374,3,other,no
51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,2,266,6,failure,no
38,services,single,primary,no,3715,yes,no,telephone,13,may,2,327,17,failure,no
40,blue-collar,married,secondary,no,668,yes,no,cellular,17,apr,2,318,1,other,no
40,admin.,single,secondary,no,877,yes,no,cellular,21,nov,3,177,6,failure,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,1,127,4,other,no
34,management,married,secondary,no,56,yes,no,cellular,20,nov,3,183,1,failure,no
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,nov,2,174,3,failure,no
39,technician,single,secondary,no,1685,yes,no,cellular,8,may,1,368,1,failure,no
69,retired,married,primary,no,2398,no,no,cellular,12,apr,1,186,1,failure,no
37,management,married,tertiary,no,57,no,no,cellular,30,apr,2,84,1,success,no
45,blue-collar,married,secondary,no,28,no,yes,cellular,4,feb,1,222,1,other,no
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,3,350,2,failure,no
20,student,single,primary,no,134,no,no,cellular,12,jul,1,277,3,other,no
37,management,married,tertiary,no,393,yes,no,cellular,12,aug,2,104,2,success,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,1,95,2,success,no
77,retired,married,primary,no,2223,no,no,telephone,10,aug,2,187,1,success,no
30,technician,single,tertiary,no,3086,yes,no,cellular,7,may,3,168,1,failure,no
36,technician,single,secondary,no,7503,yes,no,telephone,5,may,1,335,1,failure,no
72,retired,married,secondary,no,2850,no,no,cellular,16,oct,2,241,1,success,no
30,technician,single,secondary,no,778,yes,no,cellular,18,may,2,346,2,failure,no
38,management,married,tertiary,no,0,no,no,cellular,24,sep,12,197,6,failure,no
29,admin.,married,tertiary,no,167,yes,yes,cellular,13,oct,2,237,2,failure,no
40,blue-collar,married,secondary,no,1023,yes,no,cellular,13,may,5,336,11,other,no
27,technician,married,secondary,no,876,yes,no,cellular,18,may,1,355,1,failure,no
27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,1,188,1,failure,no
42,services,divorced,secondary,no,83,no,no,cellular,13,may,5,358,6,failure,no
28,technician,single,secondary,no,6551,no,no,cellular,26,may,1,77,1,failure,no
52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,2,170,2,failure,no
33,management,married,tertiary,no,71,no,no,cellular,16,nov,1,287,1,failure,no
30,blue-collar,single,secondary,no,1012,yes,no,cellular,17,apr,3,329,1,failure,no
33,services,single,secondary,no,100,yes,no,cellular,14,may,8,297,7,other,no
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,1,264,1,failure,no
43,technician,divorced,secondary,no,0,yes,no,cellular,5,may,2,342,2,failure,no
47,technician,married,secondary,no,1571,yes,no,cellular,11,may,1,369,2,failure,no
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,1,83,1,failure,no
44,self-employed,married,primary,no,414,yes,no,cellular,4,feb,1,272,2,other,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,2,174,2,success,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,may,1,365,2,other,no
37,services,single,secondary,no,50,no,no,cellular,19,nov,1,154,8,other,no
59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,1,332,2,other,no
23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,5,350,2,failure,no
57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,2,364,1,failure,no
31,services,single,secondary,no,900,yes,no,cellular,9,apr,2,140,6,failure,no
30,management,married,tertiary,no,314,no,no,cellular,19,nov,2,175,2,success,no
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,1,87,2,failure,no
36,admin.,single,tertiary,no,980,no,no,cellular,30,jul,3,179,4,failure,no
49,management,married,tertiary,no,3842,no,no,cellular,5,apr,1,186,3,failure,no
57,technician,married,secondary,no,589,yes,no,cellular,28,jan,1,244,1,other,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,5,87,1,success,no
51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,1,205,3,failure,no
29,technician,divorced,secondary,no,477,yes,yes,cellular,11,may,1,305,1,failure,no
57,retired,married,secondary,no,0,yes,no,cellular,5,may,1,363,4,failure,no
52,admin.,married,secondary,no,722,no,no,cellular,26,oct,2,185,3,failure,no
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,1,136,4,failure,no
40,management,single,tertiary,no,257,no,no,cellular,1,feb,1,209,1,failure,no
41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,1,369,2,failure,no
48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,4,50,4,other,no
38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,2,330,2,failure,no
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,3,367,2,failure,no
32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,1,258,1,other,no
45,admin.,single,secondary,no,946,yes,no,cellular,21,nov,2,175,4,failure,no
34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,jan,1,266,2,failure,no
31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,4,329,2,other,no
39,management,married,tertiary,no,141,yes,no,cellular,13,may,2,331,6,other,no
35,self-employed,single,tertiary,no,1129,yes,no,cellular,21,nov,2,184,2,failure,no
27,services,single,secondary,no,504,yes,no,cellular,18,may,5,362,8,other,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,4,167,3,failure,no
47,services,married,secondary,no,311,yes,yes,cellular,12,may,1,301,3,failure,no
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,2,342,3,failure,no
40,student,married,secondary,no,260,no,no,cellular,19,nov,1,152,6,failure,no
30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,1,137,1,other,no
42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,4,212,3,failure,no
58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,3,264,9,failure,no
34,technician,married,secondary,no,260,yes,no,cellular,17,apr,2,238,2,failure,no
74,retired,married,primary,no,5539,no,no,cellular,12,jul,2,159,3,failure,no
45,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,4,329,4,failure,no
35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,3,136,7,failure,no
51,management,married,secondary,no,441,yes,no,cellular,7,may,2,167,2,other,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,1,91,11,failure,no
57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,2,351,1,failure,no
31,management,single,tertiary,no,0,yes,yes,cellular,14,may,3,352,3,failure,no
56,services,married,secondary,no,642,yes,no,cellular,30,jan,1,2,3,other,no
46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,1,430,1,failure,no
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,1,175,3,success,no
31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,1,2,1,other,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,2,160,1,failure,no
36,management,single,tertiary,no,181,yes,no,cellular,13,may,2,278,4,failure,no
30,services,single,secondary,no,9,no,yes,cellular,29,jan,2,205,2,failure,no
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,12,apr,1,181,2,success,no
36,management,married,tertiary,no,0,yes,no,cellular,29,jan,1,237,17,other,no
53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,1,358,9,other,no
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,4,436,1,other,no
30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,1,186,1,failure,no
35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,2,335,1,failure,no
25,student,single,secondary,no,1919,yes,no,cellular,15,may,1,351,4,failure,no
29,management,single,tertiary,no,91,no,no,cellular,30,apr,1,274,4,other,no
35,technician,single,secondary,no,183,no,no,cellular,1,sep,2,130,2,failure,no
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,7,350,2,failure,no
39,technician,married,secondary,no,8,no,yes,cellular,17,nov,2,96,2,failure,no
41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,1,253,2,failure,no
43,management,married,primary,no,62,yes,no,cellular,14,may,1,300,3,failure,no
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,1,262,3,other,no
44,management,married,secondary,no,13054,yes,no,cellular,11,may,2,174,12,other,no
19,student,single,secondary,no,55,no,no,telephone,6,oct,2,193,1,other,no
33,services,single,secondary,no,772,yes,no,cellular,29,jan,2,259,3,success,no
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,3,134,7,failure,no
25,technician,single,secondary,no,1298,no,no,cellular,2,sep,7,94,2,other,no
38,management,married,tertiary,no,4293,yes,no,cellular,6,may,2,250,2,failure,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,3,326,10,failure,no
32,technician,married,tertiary,no,15,no,no,cellular,14,may,1,346,1,failure,no
55,technician,married,secondary,no,312,no,no,cellular,6,feb,8,9,3,other,no
30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,1,337,4,failure,no
39,management,single,tertiary,no,93,yes,yes,cellular,13,may,2,331,3,failure,no
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,1,223,9,other,no
40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,2,369,3,failure,no
37,services,married,secondary,no,393,yes,yes,cellular,13,may,1,357,1,failure,no
54,technician,married,secondary,no,0,no,no,telephone,16,nov,1,94,8,failure,no
31,management,single,tertiary,no,1675,no,no,cellular,2,sep,2,363,1,failure,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,1,139,1,failure,no
35,technician,single,tertiary,no,122,no,no,cellular,20,apr,5,328,5,failure,no
31,technician,single,secondary,no,4888,yes,no,telephone,5,may,4,166,2,failure,no
34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,5,251,3,failure,no
41,admin.,single,secondary,no,90,yes,no,cellular,15,may,2,347,4,failure,no
35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,1,169,12,other,no
34,technician,married,secondary,no,883,no,no,telephone,3,feb,2,173,3,failure,no
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,1,92,2,failure,no
29,student,single,secondary,no,314,no,no,cellular,13,aug,3,105,1,success,no
31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,1,109,5,failure,no
34,technician,single,secondary,no,513,yes,no,cellular,5,may,3,169,5,other,no
50,management,married,secondary,no,2910,no,no,telephone,19,nov,1,113,1,failure,no
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,2,345,2,failure,no
41,management,married,tertiary,no,298,no,no,cellular,4,may,3,272,1,other,no
26,management,single,tertiary,no,155,yes,no,cellular,27,may,4,43,5,other,no
23,technician,single,secondary,no,356,yes,no,cellular,18,may,2,356,2,failure,no
45,management,married,tertiary,no,0,yes,no,cellular,5,may,2,342,1,failure,no
35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,1,114,3,failure,no
38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,4,175,6,failure,no
44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,1,329,2,failure,no
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,2,104,2,failure,no
33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,2,330,17,failure,no
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,4,99,2,success,no
38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,2,105,1,failure,no
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,5,176,1,other,no
30,management,single,tertiary,no,277,yes,no,cellular,8,may,1,42,1,other,no
39,management,married,secondary,no,517,yes,no,cellular,18,nov,3,196,2,failure,no
32,management,single,tertiary,no,41,yes,no,cellular,7,may,1,338,1,other,no
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,4,344,2,failure,no
40,admin.,married,secondary,no,419,yes,yes,cellular,12,may,1,369,1,failure,no
36,management,single,tertiary,no,0,no,yes,cellular,18,nov,1,96,4,failure,no
31,management,married,tertiary,no,0,yes,no,cellular,4,may,2,167,1,failure,no
26,student,single,tertiary,no,10086,no,no,cellular,8,jul,3,78,2,success,no
39,services,married,secondary,no,-311,yes,no,cellular,6,may,2,345,2,other,no
30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,1,144,5,failure,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,2,227,1,failure,no
30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,3,355,5,failure,no
32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,2,183,2,failure,no
40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,2,340,3,failure,no
53,blue-collar,married,secondary,no,1103,yes,yes,cellular,4,feb,2,250,4,failure,no
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,4,327,2,failure,no
28,services,single,secondary,no,1636,yes,no,cellular,18,may,1,355,2,failure,no
45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,2,212,2,failure,no
55,unemployed,married,primary,no,1212,no,no,cellular,31,aug,1,92,1,failure,no
33,entrepreneur,married,secondary,no,135,yes,no,cellular,17,apr,1,345,2,failure,no
35,technician,single,secondary,no,4645,yes,no,cellular,11,jan,3,270,40,other,no
59,admin.,married,secondary,no,1575,yes,no,cellular,12,may,3,263,11,success,no
31,management,single,tertiary,no,5691,yes,no,cellular,21,nov,2,123,1,failure,no
55,management,married,tertiary,no,154,no,no,telephone,11,may,2,367,3,failure,no
46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,3,183,2,other,no
31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,1,148,6,failure,no
37,technician,married,secondary,no,0,yes,no,cellular,16,apr,4,149,1,other,no
41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,4,251,4,failure,no
43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,2,330,17,other,no
35,management,single,tertiary,no,4348,yes,no,cellular,2,apr,3,217,8,failure,no
29,technician,single,secondary,no,5763,no,yes,cellular,5,jun,2,92,2,success,no
42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,1,189,16,other,no
73,retired,married,primary,no,508,no,no,cellular,14,jun,4,97,1,success,no
44,entrepreneur,married,secondary,no,860,yes,yes,cellular,6,may,2,295,5,failure,no
41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,1,195,5,other,no
36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,2,365,5,other,no
34,technician,single,secondary,no,1313,no,no,cellular,12,aug,1,21,6,failure,no
25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,1,86,1,success,no
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,1,346,1,failure,no
50,management,married,tertiary,no,0,no,no,cellular,30,jan,1,205,1,failure,no
32,admin.,single,secondary,no,-32,no,no,cellular,29,jan,1,185,5,other,no
35,blue-collar,single,primary,no,2040,no,no,cellular,21,nov,1,157,4,failure,no
34,blue-collar,married,primary,no,3868,yes,no,cellular,18,may,1,350,1,failure,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,1,336,1,failure,no
55,management,married,tertiary,no,505,yes,no,cellular,17,apr,1,316,1,other,no
40,blue-collar,married,primary,no,-388,yes,no,cellular,4,may,3,340,1,failure,no
35,management,married,tertiary,no,354,no,yes,cellular,9,feb,4,12,2,other,no
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,2,187,1,failure,no
27,student,single,tertiary,no,4869,yes,no,cellular,15,may,2,343,4,other,no
28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,4,211,3,other,no
37,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,1,165,2,failure,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,3,280,1,other,no
77,retired,married,primary,no,2590,no,no,telephone,15,feb,5,94,15,success,no
38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,may,2,370,4,other,no
34,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,2,357,2,failure,no
30,technician,divorced,secondary,no,3100,yes,no,cellular,20,nov,1,183,4,failure,no
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,3,94,2,failure,no
27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,2,300,1,failure,no
33,admin.,married,secondary,no,7,yes,no,cellular,17,apr,1,148,1,failure,no
37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,2,272,1,failure,no
49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,4,200,1,failure,no
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,1,92,4,failure,no
42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,1,115,5,other,no
41,technician,married,secondary,no,2152,no,no,cellular,30,sep,1,121,1,other,no
46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,2,1,7,failure,no
37,admin.,married,secondary,no,96,no,no,cellular,5,feb,1,182,3,success,no
39,technician,single,secondary,no,1104,no,no,cellular,20,nov,2,105,2,success,no
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,2,184,1,other,no
34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,2,267,3,other,no
32,admin.,single,secondary,no,6981,yes,no,cellular,2,jun,1,194,3,failure,no
34,technician,single,secondary,no,920,yes,no,cellular,29,oct,1,342,5,failure,no
36,management,married,tertiary,no,1257,no,no,cellular,8,feb,9,101,1,other,no
71,retired,married,secondary,no,3,no,no,cellular,13,aug,3,189,1,other,no
57,technician,married,secondary,no,28,yes,no,cellular,8,may,1,358,1,failure,no
32,services,single,tertiary,no,1743,yes,no,cellular,1,apr,1,261,3,other,no
40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,1,201,1,failure,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,1,350,1,failure,no
43,technician,married,secondary,no,4056,no,no,cellular,4,may,6,89,2,failure,no
30,technician,married,secondary,no,-280,yes,no,cellular,17,apr,2,266,2,failure,no
30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,2,113,5,failure,no
48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,2,8,2,other,no
50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,may,1,287,8,failure,no
33,services,married,secondary,no,387,yes,no,cellular,7,apr,2,138,2,failure,no
54,blue-collar,married,primary,no,258,no,no,telephone,25,may,1,88,1,failure,no
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,4,258,1,failure,no
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,1,14,9,failure,no
41,technician,married,secondary,no,-329,no,no,telephone,5,feb,8,238,9,other,no
29,entrepreneur,single,tertiary,no,219,yes,no,cellular,18,may,2,356,1,failure,no
41,management,married,primary,no,733,yes,no,cellular,7,may,1,335,7,failure,no
56,services,divorced,secondary,no,72,yes,yes,cellular,7,may,1,357,4,failure,no
34,blue-collar,single,secondary,no,550,yes,no,cellular,20,apr,3,346,1,failure,no
26,unemployed,married,secondary,no,285,yes,no,cellular,6,may,2,342,2,failure,no
38,blue-collar,married,secondary,no,67,no,no,cellular,28,jan,1,239,2,failure,no
27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,1,353,2,failure,no
